id,location,name,type
55cba2476c522cafdb054cca,"[40.5450843, -74.1599138]","Aka Sushi Japanese Restaurant","Point"
55cba2476c522cafdb054ccb,"[40.70227089999999, -73.8194893]","Hong Kong Restaurant","Point"
55cba2476c522cafdb054ccc,"[40.7420053, -73.9829104]","Roomali","Point"
55cba2476c522cafdb054ccd,"[40.7522148, -73.9944853]","Chipotle Mexican Grill","Point"
55cba2476c522cafdb054cce,"[40.7703199, -73.94246729999999]","Subway","Point"
55cba2476c522cafdb054ccf,"[40.6165153, -74.10387589999999]","Dunkin Donuts","Point"
55cba2476c522cafdb054cd0,"[40.5891765, -74.1942382]","Dunkin' Donuts","Point"
55cba2476c522cafdb054cd1,"[40.5222021, -74.2159118]","Dunkin' Donuts","Point"
55cba2476c522cafdb054cd2,"[40.7212855, -73.9950167]","Mother'S Ruin","Point"
55cba2476c522cafdb054cd3,"[40.7261529, -73.936825]","K & H Deli","Point"
55cba2476c522cafdb054cd4,"[40.7568556, -73.9774317]","Cafe K","Point"
55cba2476c522cafdb054cd5,"[40.7158191, -73.99862900000001]","New Bo Ky Restaurant","Point"
55cba2476c522cafdb054cd6,"[40.8438161, -73.937983]","Elsa La Reyna Del Chicharron","Point"
55cba2476c522cafdb054cd7,"[40.56415930000001, -74.1331891]","Mike'S Oakwood Diner","Point"
55cba2476c522cafdb054cd8,"[40.6508464, -74.0040389]","Viva Mexico","Point"
55cba2476c522cafdb054cd9,"[40.6934496, -73.9670527]","The Five Spot","Point"
55cba2476c522cafdb054cda,"[40.8654529, -73.9189064]","Tette Club","Point"
55cba2476c522cafdb054cdb,"[40.765025, -73.969594]","Links Club","Point"
55cba2476c522cafdb054cdc,"[40.7275178, -74.00238949999999]","12 Chairs","Point"
55cba2476c522cafdb054cdd,"[40.7518562, -73.97226859999999]","Overlook","Point"
55cba2476c522cafdb054cde,"[40.68145980000001, -73.99371909999999]","Kittery","Point"
55cba2476c522cafdb054cdf,"[40.7260744, -73.984144]","Pylos","Point"
55cba2476c522cafdb054ce0,"[40.7159365, -73.9972213]","Oriental Garden Restaurant","Point"
55cba2476c522cafdb054ce1,"[40.7209556, -73.80530929999999]","Papa John'S","Point"
55cba2476c522cafdb054ce2,"[40.809688, -73.948306]","The Alhambra Ball Room","Point"
55cba2476c522cafdb054ce3,"[40.7291409, -73.9884568]","Kenka","Point"
55cba2476c522cafdb054ce4,"[40.5219301, -74.23458339999999]","Brothers Pizza Ii","Point"
55cba2476c522cafdb054ce5,"[40.718485, -74.00725299999999]","Square Diner","Point"
55cba2476c522cafdb054ce6,"[40.7605783, -73.9871338]","Starbucks Coffee (#2785)","Point"
55cba2476c522cafdb054ce7,"[40.7404266, -74.00545799999999]","Dos Caminos","Point"
55cba2476c522cafdb054ce8,"[40.754572, -73.85414899999999]","Pine Restaurant","Point"
55cba2476c522cafdb054ce9,"[40.6782989, -73.97945949999999]","Los Pollitos Restaurant Ii","Point"
55cba2476c522cafdb054cea,"[40.743127, -73.854432]","Subway","Point"
55cba2476c522cafdb054ceb,"[40.7930483, -73.9734521]","Europan Cafe","Point"
55cba2476c522cafdb054cec,"[40.724635, -73.988226]","Umi No Ie","Point"
55cba2476c522cafdb054ced,"[40.7178223, -73.95805639999999]","Spike Hill","Point"
55cba2476c522cafdb054cee,"[40.7684141, -73.9827037]","Jamba Juice","Point"
55cba2476c522cafdb054cef,"[40.8162031, -73.8966524]","New Red Star","Point"
55cba2476c522cafdb054cf0,"[40.7684141, -73.9827037]","Barmasa / Masa","Point"
55cba2476c522cafdb054cf1,"[40.7535985, -73.9919802]","Pax Wholesome Foods","Point"
55cba2476c522cafdb054cf2,"[40.7569545, -73.990494]","Frames Bowling Lounge","Point"
55cba2476c522cafdb054cf3,"[40.650109, -74.00829399999999]","Sunset Deli","Point"
55cba2476c522cafdb054cf4,"[40.851428, -73.9319127]","Marisco Centro Restaurant","Point"
55cba2476c522cafdb054cf5,"[40.7684141, -73.9827037]","Stone Rose Lounge","Point"
55cba2476c522cafdb054cf6,"[40.8286012, -73.8789604]","National Bakery","Point"
55cba2476c522cafdb054cf7,"[40.717897, -74.007054]","Landmarc","Point"
55cba2476c522cafdb054cf8,"[40.8429045, -73.9369043]","Tu Sonrisa","Point"
55cba2476c522cafdb054cf9,"[40.7307119, -73.986565]","Kanoyama","Point"
55cba2476c522cafdb054cfa,"[40.7273097, -73.7863205]","Benny'S Kosher Pizza","Point"
55cba2476c522cafdb054cfb,"[40.7684141, -73.9827037]","Per Se","Point"
55cba2476c522cafdb054cfc,"[40.700457, -73.764453]","Kriss West Indian Restaurant","Point"
55cba2476c522cafdb054cfd,"[40.7327464, -73.8495236]","Fortuna","Point"
55cba2476c522cafdb054cfe,"[40.514565, -74.23595399999999]","Aloysia'S Lounge","Point"
55cba2476c522cafdb054cff,"[40.7427742, -73.9180155]","Mangal Kebab Turkish Restaurant","Point"
55cba2476c522cafdb054d00,"[40.6846444, -73.8436368]","El Viejo Yayo Restaurant","Point"
55cba2476c522cafdb054d01,"[40.6968778, -73.7436361]","Hot Pot Jamaican & American Cuisine","Point"
55cba2476c522cafdb054d02,"[40.6815349, -73.878599]","Alice'S Palace","Point"
55cba2476c522cafdb054d03,"[40.7294869, -74.0046663]","Cafe Espanol","Point"
55cba2476c522cafdb054d04,"[40.7048088, -74.009745]","Underground Pizza","Point"
55cba2476c522cafdb054d05,"[40.6430002, -73.790887]","Panini Express Gate 2","Point"
55cba2476c522cafdb054d06,"[40.5835326, -73.9411366]","Liman Restaurant","Point"
55cba2476c522cafdb054d07,"[40.7191286, -74.0032257]","M1-5","Point"
55cba2476c522cafdb054d08,"[40.639446, -73.98712499999999]","Nesher Fine Foods","Point"
55cba2476c522cafdb054d09,"[40.720966, -73.995442]","Lasso","Point"
55cba2476c522cafdb054d0a,"[40.7571834, -73.97073379999999]","Chipotle Mexican Grill","Point"
55cba2476c522cafdb054d0b,"[40.7460806, -73.91544309999999]","Murphy'S Bar/Sea Food House","Point"
55cba2476c522cafdb054d0c,"[40.7184524, -73.8174255]","Bellerose Famous Pizza","Point"
55cba2476c522cafdb054d0d,"[40.758768, -73.965332]","Cafe Daniellos Pizzeria Restaurant","Point"
55cba2476c522cafdb054d0e,"[40.639262, -73.9750229]","Minca","Point"
55cba2476c522cafdb054d0f,"[40.7149853, -73.8316954]","L'Amour","Point"
55cba2476c522cafdb054d10,"[40.710686, -73.965671]","Marlow And Sons","Point"
55cba2476c522cafdb054d11,"[40.8194187, -73.9440848]","Londel'S Supper Club","Point"
55cba2476c522cafdb054d12,"[40.6263419, -74.1622795]","Dominican Food R. A. Deli","Point"
55cba2476c522cafdb054d13,"[40.783671, -73.978337]","Tolani","Point"
55cba2476c522cafdb054d14,"[40.7806007, -73.9530791]","Uptown","Point"
55cba2476c522cafdb054d15,"[40.7672356, -73.91690109999999]","Rapture Lounge","Point"
55cba2476c522cafdb054d16,"[40.7471304, -73.9774978]","Barbes","Point"
55cba2476c522cafdb054d17,"[40.6908383, -73.9874464]","The Brooklyn Tabernacle","Point"
55cba2476c522cafdb054d18,"[40.77834989999999, -73.9534644]","East 86 Cinemas","Point"
55cba2476c522cafdb054d19,"[40.7619177, -73.9783656]","Starbucks Coffee","Point"
55cba2476c522cafdb054d1a,"[40.7995038, -73.968717]","Yakitori Sun-Chan","Point"
55cba2476c522cafdb054d1b,"[40.7488564, -73.8692402]","Tulcingo Deli 111","Point"
55cba2476c522cafdb054d1c,"[40.725358, -73.98443]","Drom","Point"
55cba2476c522cafdb054d1d,"[40.6434612, -73.7822056]","Virgin Atlantic Club House","Point"
55cba2476c522cafdb054d1e,"[40.872353, -73.8776973]","Mexicana Deli Grocery","Point"
55cba2476c522cafdb054d1f,"[40.7420176, -73.86827989999999]","Mini Picanteria El Guayaquileno Restaurant","Point"
55cba2476c522cafdb054d20,"[40.69172, -73.8657891]","New Lane Pizzeria","Point"
55cba2476c522cafdb054d21,"[40.7356332, -74.0066567]","The Spotted Pig","Point"
55cba2476c522cafdb054d22,"[40.735351, -74.000663]","Wogies","Point"
55cba2476c522cafdb054d23,"[40.74033499999999, -73.987443]","Mozzarelli'S","Point"
55cba2476c522cafdb054d24,"[40.737826, -74.0080128]","Barbuto","Point"
55cba2476c522cafdb054d25,"[40.6938548, -73.9644017]","Castro'S Restaurant","Point"
55cba2476c522cafdb054d26,"[40.6636776, -73.950973]","Golden Krust Caribbean Bakery & Grill","Point"
55cba2476c522cafdb054d27,"[40.738917, -73.9924381]","The City Bakery","Point"
55cba2476c522cafdb054d28,"[40.6745298, -73.9308027]","China Garden Chinese Restaurant","Point"
55cba2476c522cafdb054d29,"[40.6736505, -73.9674558]","Bar Sepia","Point"
55cba2476c522cafdb054d2a,"[40.754444, -73.81701699999999]","Yummy House","Point"
55cba2476c522cafdb054d2b,"[40.6426492, -73.9513659]","Chez Macoule Restaurant","Point"
55cba2476c522cafdb054d2c,"[40.724811, -73.99283199999999]","Slainte","Point"
55cba2476c522cafdb054d2d,"[40.7623091, -73.9855741]","Toloache Mexican Bistro","Point"
55cba2476c522cafdb054d2e,"[40.740424, -73.992171]","Tbsp","Point"
55cba2476c522cafdb054d2f,"[40.7684252, -73.9831882]","Time Warner(Cafeteria)","Point"
55cba2476c522cafdb054d30,"[40.8323228, -73.91670189999999]","Halal Coffee Shop Restaurant","Point"
55cba2476c522cafdb054d31,"[40.8004778, -73.9652929]","Mama'S Pizzeria","Point"
55cba2476c522cafdb054d32,"[40.7649767, -73.9167878]","Era Cafe And Lounge","Point"
55cba2476c522cafdb054d33,"[40.7173302, -73.9583105]","New York Muffins","Point"
55cba2476c522cafdb054d34,"[40.7480787, -73.8799003]","La Casa Del Pollo Peruano","Point"
55cba2476c522cafdb054d35,"[40.765709, -73.9839779]","Rumours","Point"
55cba2476c522cafdb054d36,"[40.622173, -73.90384639999999]","Billiard Club","Point"
55cba2476c522cafdb054d37,"[40.5179157, -74.236158]","Docks Clam Bar","Point"
55cba2476c522cafdb054d38,"[40.826315, -73.86176999999999]","Mcdonald'S","Point"
55cba2476c522cafdb054d39,"[40.7585799, -73.9862536]","Starbucks Coffee (@ The Marriott)","Point"
55cba2476c522cafdb054d3a,"[40.8777171, -73.8280729]","Gourmet To Go","Point"
55cba2476c522cafdb054d3b,"[40.7599711, -73.9838072]","Tonic Times Square","Point"
55cba2476c522cafdb054d3c,"[40.9053626, -73.9004573]","Beccofino","Point"
55cba2476c522cafdb054d3d,"[40.7213786, -73.9804528]","Yoli Restaurant","Point"
55cba2476c522cafdb054d3e,"[40.7143046, -73.98185029999999]","El Castillo De Jagua #2","Point"
55cba2476c522cafdb054d3f,"[40.7342757, -73.8706606]","Starbucks Coffee","Point"
55cba2476c522cafdb054d40,"[40.767363, -73.982908]","Starbucks Coffee (Store #8614)","Point"
55cba2476c522cafdb054d41,"[40.5779152, -73.9612503]","Starbucks Coffee #3438","Point"
55cba2476c522cafdb054d42,"[40.7414223, -73.9190555]","Reyes Restaurant","Point"
55cba2476c522cafdb054d43,"[40.617387, -74.02749399999999]","Landy Pizzeria Restaurant","Point"
55cba2476c522cafdb054d44,"[40.757586, -73.868657]","Pariscien Bakery","Point"
55cba2476c522cafdb054d45,"[40.7336708, -74.00325389999999]","Fat Cat Billiards","Point"
55cba2476c522cafdb054d46,"[40.7034442, -74.0135458]","Battery Gardens Restaurant","Point"
55cba2476c522cafdb054d47,"[40.7645475, -73.9804846]","Subway","Point"
55cba2476c522cafdb054d48,"[40.7506126, -73.818654]","Carnation Bakery","Point"
55cba2476c522cafdb054d49,"[40.7293287, -74.0039219]","Mas (Farmhouse)","Point"
55cba2476c522cafdb054d4a,"[40.647392, -74.008369]","El Castillo De Jaque Restaurant","Point"
55cba2476c522cafdb054d4b,"[40.7149741, -73.94423119999999]","Carmine'S Pizza","Point"
55cba2476c522cafdb054d4c,"[40.69217, -73.963032]","Pratt Institute North","Point"
55cba2476c522cafdb054d4d,"[40.569069, -74.109179]","Applebee'S Neighborhood Grill & Bar","Point"
55cba2476c522cafdb054d4e,"[40.7579008, -73.9829934]","Harold & Miriam Steinberg Center For Theatre","Point"
55cba2476c522cafdb054d4f,"[40.7141052, -74.00386680000001]","Corte Cafe","Point"
55cba2476c522cafdb054d50,"[40.747221, -73.977402]","Ethos Meze","Point"
55cba2476c522cafdb054d51,"[40.6807538, -73.8827981]","Caterina Pizza","Point"
55cba2476c522cafdb054d52,"[40.7145966, -73.9979815]","Sanur Restaurant","Point"
55cba2476c522cafdb054d53,"[40.6221135, -74.0277717]","Mcdonald'S","Point"
55cba2476c522cafdb054d54,"[40.712827, -73.9575618]","Bozu","Point"
55cba2476c522cafdb054d55,"[40.7357386, -73.71409589999999]","Subway","Point"
55cba2476c522cafdb054d56,"[40.8376345, -73.7840789]","Morris Yacht & Beach Club","Point"
55cba2476c522cafdb054d57,"[40.678901, -73.753568]","Jamaican Flavors","Point"
55cba2476c522cafdb054d58,"[40.7578724, -73.9996702]","Hq Club","Point"
55cba2476c522cafdb054d59,"[40.7109088, -73.9646151]","East River","Point"
55cba2476c522cafdb054d5a,"[40.8880664, -73.8599831]","New Lin'S Garden Restaurant","Point"
55cba2476c522cafdb054d5b,"[40.674532, -73.8032065]","Satguru Sweets & Catering","Point"
55cba2476c522cafdb054d5c,"[40.5772469, -73.95251999999999]","Anyway Cafe","Point"
55cba2476c522cafdb054d5d,"[40.7782965, -73.9779183]","Tenzan Cuisine","Point"
55cba2476c522cafdb054d5e,"[40.7342757, -73.8706606]","Mcdonald'S","Point"
55cba2476c522cafdb054d5f,"[40.7437268, -73.9585074]","Riverview Restaurant & Lounge","Point"
55cba2476c522cafdb054d60,"[40.6835769, -73.99509019999999]","Sal'S Pizza & Mamma Maria Restaurant","Point"
55cba2476c522cafdb054d61,"[40.7576269, -73.9891847]","Europan Cafe","Point"
55cba2476c522cafdb054d62,"[40.7076928, -74.00208219999999]","Jeremy'S Ale House","Point"
55cba2476c522cafdb054d63,"[40.7607315, -73.8268925]","Kimganae Restaurant","Point"
55cba2476c522cafdb054d64,"[40.7292418, -73.99873319999999]","The Dove Parlour","Point"
55cba2476c522cafdb054d65,"[40.7342757, -73.8706606]","Big Easy Cajun","Point"
55cba2476c522cafdb054d66,"[40.6904512, -73.969642]","Graziella'S","Point"
55cba2476c522cafdb054d67,"[40.7637805, -73.8785529]","Airways Pizza & Gyro Restaurant","Point"
55cba2476c522cafdb054d68,"[40.8480328, -73.9344242]","El Panadero Bakery","Point"
55cba2476c522cafdb054d69,"[40.6878034, -73.9816227]","Angelica Pizzeria","Point"
55cba2476c522cafdb054d6a,"[40.7374789, -73.92955239999999]","Tropical Ii Restaurant","Point"
55cba2476c522cafdb054d6b,"[40.722619, -73.994547]","Jacques 1534","Point"
55cba2476c522cafdb054d6c,"[40.5426895, -74.14248049999999]","Coles Dock Side Restaurant","Point"
55cba2476c522cafdb054d6d,"[40.762504, -73.97635]","The Shoreham Hotel","Point"
55cba2476c522cafdb054d6e,"[40.733008, -74.0037835]","Cafe Angelique","Point"
55cba2476c522cafdb054d6f,"[40.769701, -73.95805899999999]","Bounce Restaurant&Sports Lounge","Point"
55cba2476c522cafdb054d70,"[40.7264518, -73.8217281]","Sushi Metsuyan","Point"
55cba2476c522cafdb054d71,"[40.6549662, -73.9598948]","Peppas Jerk Chicken Restaurant","Point"
55cba2476c522cafdb054d72,"[40.6298587, -74.0287156]","Peppino'S","Point"
55cba2476c522cafdb054d73,"[40.6049577, -73.9981203]","Mcdonald'S","Point"
55cba2476c522cafdb054d74,"[40.6804241, -73.9944094]","Brooklyn Social","Point"
55cba2476c522cafdb054d75,"[40.6150406, -73.9289222]","Mcdonald'S","Point"
55cba2476c522cafdb054d76,"[40.5993181, -73.98896979999999]","Mcdonald'S","Point"
55cba2476c522cafdb054d77,"[40.74599, -73.983334]","Captain'S Cafe","Point"
55cba2476c522cafdb054d78,"[40.8865989, -73.857496]","Blue Horizon Pub","Point"
55cba2476c522cafdb054d79,"[40.677599, -73.9634899]","Gen Restaurant","Point"
55cba2476c522cafdb054d7a,"[40.708882, -74.01143259999999]","Panini & Co","Point"
55cba2476c522cafdb054d7b,"[40.740834, -74.006624]","Bumble And Bumble","Point"
55cba2476c522cafdb054d7c,"[40.6738969, -73.729096]","Mcdonald'S","Point"
55cba2476c522cafdb054d7d,"[40.7044404, -74.0103057]","Smorgas Chef/ Crepes Du Nord","Point"
55cba2476c522cafdb054d7e,"[40.7695368, -73.83460149999999]","Uncle Bill'S Diner","Point"
55cba2476c522cafdb054d7f,"[40.689988, -73.98433]","Fulton Hot Dog King","Point"
55cba2476c522cafdb054d80,"[40.7564835, -73.9814849]","Little Italy Pizza","Point"
55cba2476c522cafdb054d81,"[40.76092, -73.990022]","The House Of Brews","Point"
55cba2476c522cafdb054d82,"[40.7554779, -73.99217589999999]","Sharan Deli","Point"
55cba2476c522cafdb054d83,"[40.5813032, -74.1114451]","Cucina Fresca","Point"
55cba2476c522cafdb054d84,"[40.7342757, -73.8706606]","Haagen-Dazs","Point"
55cba2476c522cafdb054d85,"[40.737976, -74.00343]","Grounded","Point"
55cba2476c522cafdb054d86,"[40.7221438, -73.9992659]","Forty Carrots","Point"
55cba2476c522cafdb054d87,"[40.6892884, -73.96932029999999]","Ici","Point"
55cba2476c522cafdb054d88,"[40.7591212, -73.9888296]","Lybane Bar Restaurant","Point"
55cba2476c522cafdb054d89,"[40.7612039, -73.96353500000001]","Blue Room","Point"
55cba2476c522cafdb054d8a,"[40.6331883, -74.02729819999999]","Polonica Restaurant","Point"
55cba2476c522cafdb054d8b,"[40.7068069, -73.8317632]","Homestead Gourmet Shop","Point"
55cba2476c522cafdb054d8c,"[40.728844, -74.00002099999999]","Fiore'S Pizza","Point"
55cba2476c522cafdb054d8d,"[40.7572504, -73.82240270000001]","Venice Pizza","Point"
55cba2476c522cafdb054d8e,"[40.724246, -73.8204162]","Grill Point","Point"
55cba2476c522cafdb054d8f,"[40.7360403, -74.00172409999999]","Village Vanguard","Point"
55cba2476c522cafdb054d90,"[40.6128461, -74.1211864]","Subway","Point"
55cba2476c522cafdb054d91,"[40.8544876, -73.8542579]","Sorrento'S Pizzeria","Point"
55cba2476c522cafdb054d92,"[40.765515, -73.958015]","Le Gourmet","Point"
55cba2476c522cafdb054d93,"[40.73542, -74.0031463]","Extra Virgin","Point"
55cba2476c522cafdb054d94,"[40.7764372, -73.9531148]","Subway","Point"
55cba2476c522cafdb054d95,"[40.760996, -73.9802208]","Mastro'S Steakhouse","Point"
55cba2476c522cafdb054d96,"[40.7621772, -73.98728899999999]","Starbucks Coffee","Point"
55cba2476c522cafdb054d97,"[40.66876389999999, -73.9904423]","Cantina","Point"
55cba2476c522cafdb054d98,"[40.7450103, -73.998391]","The Fork Bar & Grill","Point"
55cba2476c522cafdb054d99,"[40.82779, -73.90699400000001]","Jalloh Family Restaurant","Point"
55cba2476c522cafdb054d9a,"[40.7045944, -73.9080479]","La Canoa","Point"
55cba2476c522cafdb054d9b,"[40.7555489, -73.9779135]","Food World","Point"
55cba2476c522cafdb054d9c,"[40.588875, -74.10148199999999]","5 Th & Vine","Point"
55cba2476c522cafdb054d9d,"[40.6908241, -73.9957094]","Floyd, Ny","Point"
55cba2476c522cafdb054d9e,"[40.6928844, -73.9367092]","Great Wall Kitchen","Point"
55cba2476c522cafdb054d9f,"[40.7639199, -73.8087286]","Mekong Thai And Vietnamese Restaurant","Point"
55cba2476c522cafdb054da0,"[40.6730075, -73.9833874]","Stone Park Cafe","Point"
55cba2476c522cafdb054da1,"[40.7088048, -74.009407]","Pound And Pence","Point"
55cba2476c522cafdb054da2,"[40.8020314, -73.9567587]","Szechuan Garden Kitchen","Point"
55cba2476c522cafdb054da3,"[40.7184748, -73.9599035]","Zablozkis","Point"
55cba2476c522cafdb054da4,"[40.7195657, -73.99503949999999]","The Randolph At Broome","Point"
55cba2476c522cafdb054da5,"[40.6954769, -73.841836]","Bicheiro'S Cafe","Point"
55cba2476c522cafdb054da6,"[40.7170734, -73.9986093]","Mulberry Street Bar","Point"
55cba2476c522cafdb054da7,"[40.734828, -73.982804]","Posto","Point"
55cba2476c522cafdb054da8,"[40.7702297, -73.9186543]","Jimbo'S Bar & Restauraunt","Point"
55cba2476c522cafdb054da9,"[40.7634424, -73.9704993]","59E59 Bar","Point"
55cba2476c522cafdb054daa,"[40.7267985, -73.8942781]","Mcdonald'S","Point"
55cba2476c522cafdb054dab,"[40.71333449999999, -73.9097001]","Mcdonald'S","Point"
55cba2476c522cafdb054dac,"[40.686568, -73.82399]","Mcdonald'S","Point"
55cba2476c522cafdb054dad,"[40.74444099999999, -73.993076]","Johny'S Luncheonette","Point"
55cba2476c522cafdb054dae,"[40.6321422, -74.07586599999999]","Karl'S Klipper","Point"
55cba2476c522cafdb054daf,"[40.7023339, -73.81472409999999]","Subway/Carvel","Point"
55cba2476c522cafdb054db0,"[40.726909, -73.98849]","Kabin Bar & Lounge","Point"
55cba2476c522cafdb054db1,"[40.7695105, -73.9550194]","Good Health Natural Cafe","Point"
55cba2476c522cafdb054db2,"[40.7955789, -73.936071]","Camaradas El Barrio","Point"
55cba2476c522cafdb054db3,"[40.732073, -73.983729]","Crocodile Lounge","Point"
55cba2476c522cafdb054db4,"[40.6773756, -73.9980537]","Frankies 457","Point"
55cba2476c522cafdb054db5,"[40.6939693, -73.98476889999999]","Luciano'S","Point"
55cba2476c522cafdb054db6,"[40.768901, -73.96299499999999]","Neil'S Cofee Shop","Point"
55cba2476c522cafdb054db7,"[40.740766, -74.008443]","Brass Monkey","Point"
55cba2476c522cafdb054db8,"[40.8286589, -73.87818539999999]","Mcdonald'S","Point"
55cba2476c522cafdb054db9,"[40.7425499, -73.9536999]","Cafe Henri","Point"
55cba2476c522cafdb054dba,"[40.7476755, -73.9834336]","Guy & Gallard 8","Point"
55cba2476c522cafdb054dbb,"[40.747189, -73.9862038]","Pho 32 & Shabu","Point"
55cba2476c522cafdb054dbc,"[40.7614796, -73.9848465]","Subway","Point"
55cba2476c522cafdb054dbd,"[40.7019497, -73.8807514]","Dunkin' Donuts, Baskin Robbins","Point"
55cba2476c522cafdb054dbe,"[40.793522, -73.940676]","Ricardo Steak House","Point"
55cba2476c522cafdb054dbf,"[40.7223027, -73.99640219999999]","Ruby'S","Point"
55cba2476c522cafdb054dc0,"[40.8863622, -73.82768949999999]","Cozy Cottage Restaurant","Point"
55cba2476c522cafdb054dc1,"[40.6251782, -74.0020749]","Meze","Point"
55cba2476c522cafdb054dc2,"[40.7529827, -73.9881175]","Shamas Deli","Point"
55cba2476c522cafdb054dc3,"[40.7286337, -73.9848427]","Luzzo'S","Point"
55cba2476c522cafdb054dc4,"[40.6865809, -73.994126]","Lobo","Point"
55cba2476c522cafdb054dc5,"[40.75412, -73.9406401]","New Dawn Restaurant","Point"
55cba2476c522cafdb054dc6,"[40.7900876, -73.81217649999999]","Caffe Italia","Point"
55cba2476c522cafdb054dc7,"[40.732092, -73.99953599999999]","Progressive Era Association","Point"
55cba2476c522cafdb054dc8,"[40.8056949, -73.9539762]","Lee Lee'S Baked Goods","Point"
55cba2476c522cafdb054dc9,"[40.6947698, -73.9845234]","Cafe Metro","Point"
55cba2476c522cafdb054dca,"[40.760354, -73.988694]","Bistecca Fiorentina Steak","Point"
55cba2476c522cafdb054dcb,"[40.632799, -74.005501]","Sai'S Cafe","Point"
55cba2476c522cafdb054dcc,"[40.8751911, -73.86035470000002]","D'Angelo'S Pizza","Point"
55cba2476c522cafdb054dcd,"[40.755885, -73.979547]","Smilers","Point"
55cba2476c522cafdb054dce,"[40.5860792, -74.09208439999999]","Subway","Point"
55cba2476c522cafdb054dcf,"[40.7482087, -73.9933012]","Swagat Indian Restaurant","Point"
55cba2476c522cafdb054dd0,"[40.86306039999999, -73.8584103]","Pregos Pizza","Point"
55cba2476c522cafdb054dd1,"[40.7452401, -73.9989464]","Starbucks Coffee","Point"
55cba2476c522cafdb054dd2,"[40.7653177, -73.90317499999999]","Bulova","Point"
55cba2476c522cafdb054dd3,"[40.7539609, -73.9810495]","Jamba Juice","Point"
55cba2476c522cafdb054dd4,"[40.7596817, -73.985012]","Jamba Juice","Point"
55cba2476c522cafdb054dd5,"[40.72712, -73.984763]","Dumpling Man","Point"
55cba2476c522cafdb054dd6,"[40.737207, -73.99572400000001]","Golden Krust Caribbean Bakery & Grill","Point"
55cba2476c522cafdb054dd7,"[40.6253249, -74.147398]","Wendy'S","Point"
55cba2476c522cafdb054dd8,"[40.7337833, -74.0024718]","The Duplex","Point"
55cba2476c522cafdb054dd9,"[40.7511902, -73.98789959999999]","Pronto Pizza","Point"
55cba2476c522cafdb054dda,"[40.669916, -73.988466]","Barbara Blum Residence / Good Shepherd Services","Point"
55cba2476c522cafdb054ddb,"[40.701741, -73.8988686]","Cozy Corner Bar & Restaurant","Point"
55cba2476c522cafdb054ddc,"[40.6939421, -73.85143889999999]","D'Aleo'S Pizzeria","Point"
55cba2476c522cafdb054ddd,"[40.7645483, -73.98196209999999]","Serafina","Point"
55cba2476c522cafdb054dde,"[40.6702327, -73.82065709999999]","Shun Foo Chinese Restaurant","Point"
55cba2476c522cafdb054ddf,"[40.771259, -73.953126]","La Mia Pizza","Point"
55cba2476c522cafdb054de0,"[40.8845708, -73.9020103]","Christos Gyro & Souvlaki","Point"
55cba2476c522cafdb054de1,"[40.67747809999999, -73.9984648]","Mini Bar","Point"
55cba2476c522cafdb054de2,"[40.7298287, -73.9807427]","Fat Buddha","Point"
55cba2476c522cafdb054de3,"[40.756661, -73.98582350000001]","Starbucks Coffee","Point"
55cba2476c522cafdb054de4,"[40.61800119999999, -74.03061509999999]","First Oasis","Point"
55cba2476c522cafdb054de5,"[40.757043, -73.968417]","Ariyoshi Japanese Restaurant","Point"
55cba2476c522cafdb054de6,"[40.68230490000001, -73.9932709]","Zaytoons Restaurant","Point"
55cba2476c522cafdb054de7,"[40.774924, -73.980227]","La Boite En Bois","Point"
55cba2476c522cafdb054de8,"[40.7199226, -74.0071016]","Brandy Library Lounge","Point"
55cba2476c522cafdb054de9,"[40.774802, -73.908365]","Brooklyn Bagel & Coffee Company","Point"
55cba2476c522cafdb054dea,"[40.7244757, -73.9813399]","Horus Kabab House","Point"
55cba2476c522cafdb054deb,"[40.7609062, -73.9780115]","Clifford Chance Cafeteria","Point"
55cba2476c522cafdb054dec,"[40.761523, -73.97338529999999]","Butterfish","Point"
55cba2476c522cafdb054ded,"[40.5922995, -74.1900589]","Better Gourmet Health Kitchen","Point"
55cba2476c522cafdb054dee,"[40.7454323, -73.9814409]","Dons Bogam","Point"
55cba2476c522cafdb054def,"[40.68420649999999, -73.9919302]","Chance","Point"
55cba2476c522cafdb054df0,"[40.5882746, -74.09107]","Wendy'S","Point"
55cba2476c522cafdb054df1,"[40.5660448, -74.1138381]","Wendy'S","Point"
55cba2476c522cafdb054df2,"[40.5890043, -74.19167449999999]","Wendy'S","Point"
55cba2476c522cafdb054df3,"[40.521183, -74.216763]","Wendy'S","Point"
55cba2476c522cafdb054df4,"[40.73380299999999, -74.00238569999999]","Kettle Of Fish","Point"
55cba2476c522cafdb054df5,"[40.852859, -73.919511]","Eat Like Me Restaurant","Point"
55cba2476c522cafdb054df6,"[40.8757708, -73.8607984]","Golden China Restaurant","Point"
55cba2476c522cafdb054df7,"[40.7263245, -73.9833101]","Cafe Pick Me Up","Point"
55cba2476c522cafdb054df8,"[40.7387377, -73.9936638]","One 7 Karaoke","Point"
55cba2476c522cafdb054df9,"[40.6932942, -73.9908107]","One Way Deli","Point"
55cba2476c522cafdb054dfa,"[40.7482456, -73.8796042]","Pollos Mario","Point"
55cba2476c522cafdb054dfb,"[40.7713507, -73.9590742]","Mckeown'S","Point"
